gen,fitness
0,0.751007200293186
1,0.7942493056962177
2,0.8277723098021669
3,0.8277723098021669
4,0.8273859600074643
5,0.8315988404144118
6,0.8338947587817588
7,0.8500707795799957
8,0.8561932285595873
9,0.8538973101922406
10,0.8554279224371385
11,0.8554279224371385
12,0.8569585346820364
13,0.8577238408044855
14,0.8577238408044855
15,0.8584891469269343
16,0.8577238408044855
17,0.8596260159101737
18,0.8587841791754798
19,0.8591779224371384
